,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,symbol
ENSG00000114416,217.7212975,0.201550627,0.04682449,4.304384917,1.67E-05,0.000101635,FXR1
ENSG00000114423,26.43573061,0.159957741,0.055517354,2.88122056,0.003961383,0.011931026,CBLB
ENSG00000114439,99.61941165,0.261017221,0.091337516,2.857721909,0.004266942,0.01272542,BBX
ENSG00000114446,25.13759674,-0.489614267,0.060793072,-8.053783886,8.03E-16,9.16E-14,IFT57
ENSG00000114450,11.48963727,0.673184895,0.160948627,4.182607243,2.88E-05,0.000163119,GNB4
ENSG00000114455,102.3206332,-0.649136338,0.159022258,-4.082047042,4.46E-05,0.000239741,HHLA2
ENSG00000114473,28.3883133,0.536177486,0.156083549,3.435195384,0.000592127,0.002271648,IQCG
ENSG00000114503,161.2310867,-0.138770442,0.046749941,-2.968355432,0.002993979,0.009336115,NCBP2
ENSG00000114520,343.2385193,-0.133903962,0.057150913,-2.342989041,0.019129945,0.046729315,SNX4
ENSG00000114544,64.38005655,-0.129661506,0.041622769,-3.115158081,0.001838464,0.006101589,SLC41A3
ENSG00000114554,18.35041021,0.360713931,0.081278601,4.437993824,9.08E-06,5.99E-05,PLXNA1
ENSG00000114631,12.37212065,-0.147803423,0.081668945,-1.809787346,0.070328771,0.140548912,PODXL2
ENSG00000114648,15.74232938,0.158525286,0.07180358,2.207762993,0.027260799,0.063455947,KLHL18
ENSG00000114650,159.1772902,-0.362894266,0.054353105,-6.676605939,2.45E-11,1.08E-09,SCAP
ENSG00000114670,11.71063879,0.147228528,0.082365013,1.787512959,0.07385462,0.146501447,NEK11
ENSG00000114698,39.07092277,-0.367048308,0.083191519,-4.412088041,1.02E-05,6.62E-05,PLSCR4
ENSG00000114744,174.9077139,0.062047557,0.037098067,1.672528042,0.094420243,0.179873459,COMMD2
ENSG00000114771,5.101138635,0.455349148,0.20007883,2.275848715,0.022855066,0.054600362,AADAC
ENSG00000114784,510.8581506,-0.117961396,0.046028484,-2.562791236,0.010383446,0.027485451,EIF1B
ENSG00000114790,18.58504064,-0.314655332,0.063294031,-4.971327123,6.65E-07,6.40E-06,ARHGEF26
ENSG00000114796,61.88156819,-0.237887858,0.096903961,-2.454882711,0.014093056,0.035770605,KLHL24
ENSG00000114812,21.16207197,-0.640237831,0.097893909,-6.540119195,6.15E-11,2.40E-09,VIPR1
ENSG00000114841,37.99551558,-0.261884605,0.079045845,-3.313072376,0.000922771,0.00334351,DNAH1
ENSG00000114850,205.6658851,0.31184519,0.076707318,4.065390349,4.80E-05,0.00025488,SSR3
ENSG00000114853,19.39490436,0.313096571,0.08605482,3.638338586,0.000274403,0.001165629,ZBTB47
ENSG00000114854,28.52387806,-0.567294034,0.262046565,-2.164859644,0.030398436,0.069676037,TNNC1
ENSG00000114859,37.06935559,-0.40398767,0.087524336,-4.615718214,3.92E-06,2.94E-05,CLCN2
ENSG00000114861,193.9328131,-0.23889637,0.061070505,-3.911812562,9.16E-05,0.000445994,FOXP1
ENSG00000114902,1163.453389,0.177559165,0.048664865,3.648611045,0.000263662,0.001126786,SPCS1
ENSG00000114904,58.69042021,0.08427128,0.042840365,1.967099977,0.049171686,0.104509185,NEK4
ENSG00000114933,22.67757249,-0.111452071,0.057102934,-1.951774859,0.05096494,0.107793179,INO80D
ENSG00000114956,497.8420533,-0.050827601,0.025267656,-2.011567712,0.044265526,0.095521324,DGUOK
ENSG00000114978,430.0744533,0.21678345,0.05343657,4.056836932,4.97E-05,0.000263132,MOB1A
ENSG00000114993,28.92938668,-0.18788248,0.058685633,-3.20150724,0.001367106,0.004688438,RTKN
ENSG00000114999,44.85730296,0.223106344,0.060647312,3.678750764,0.000234379,0.001015621,TTL
ENSG00000115008,59.30545172,2.764535996,0.293808582,9.409309874,4.99E-21,1.46E-18,IL1A
ENSG00000115009,1189.05589,1.596278512,0.181750947,8.782779634,1.59E-18,2.95E-16,CCL20
ENSG00000115042,53.31572707,-0.252907659,0.077991364,-3.2427649,0.001183758,0.004144089,FAHD2A
ENSG00000115073,157.610009,-0.175582141,0.04079848,-4.303644172,1.68E-05,0.000101896,ACTR1B
ENSG00000115085,16.35132729,0.308618217,0.085555781,3.607216393,0.0003095,0.001293483,ZAP70
ENSG00000115091,1056.534117,0.223943144,0.072144189,3.104105072,0.001908555,0.006299369,ACTR3
ENSG00000115107,20.98811331,-0.201457985,0.07079622,-2.845603706,0.004432732,0.013159197,STEAP3
ENSG00000115109,35.19331064,-0.293442875,0.069783946,-4.205019798,2.61E-05,0.000149399,EPB41L5
ENSG00000115112,116.454635,-0.521396337,0.132316522,-3.940523294,8.13E-05,0.000400484,TFCP2L1
ENSG00000115128,1671.568083,0.050769818,0.030495907,1.664807605,0.095951146,0.182297785,SF3B6
ENSG00000115138,13.8527896,0.614483458,0.147691162,4.160597353,3.17E-05,0.000177785,POMC
ENSG00000115145,152.9765738,-0.134212506,0.037080961,-3.619445184,0.000295235,0.001240548,STAM2
ENSG00000115163,59.43233158,0.479261869,0.127513639,3.758514555,0.000170925,0.000773472,CENPA
ENSG00000115165,59.28196379,0.800136772,0.167629838,4.773235952,1.81E-06,1.50E-05,CYTIP
ENSG00000115170,53.62002517,0.378785708,0.070418596,5.379057961,7.49E-08,1.00E-06,ACVR1
ENSG00000115204,210.6953642,0.314151897,0.06025876,5.213381421,1.85E-07,2.14E-06,MPV17
ENSG00000115207,72.92507586,-0.198915684,0.033944283,-5.860064301,4.63E-09,9.43E-08,GTF3C2
ENSG00000115211,188.2510196,-0.151390147,0.039599187,-3.82306199,0.000131805,0.000614534,EIF2B4
ENSG00000115221,82.96333068,0.418586018,0.128395575,3.260128078,0.001113619,0.003932238,ITGB6
ENSG00000115226,19.97247818,0.228374657,0.100269659,2.277604809,0.022750134,0.054408283,FNDC4
ENSG00000115232,11.02918352,0.486194731,0.115795066,4.198751695,2.68E-05,0.000153143,ITGA4
ENSG00000115233,491.3011581,0.312218007,0.062130297,5.02521352,5.03E-07,5.03E-06,PSMD14
ENSG00000115252,16.43583059,0.195297102,0.099345826,1.965830965,0.04931814,0.104763092,PDE1A
ENSG00000115267,66.34447575,0.338675193,0.076457596,4.429582012,9.44E-06,6.18E-05,IFIH1
ENSG00000115271,246.016743,0.44581495,0.131658469,3.386147152,0.000708814,0.002653735,GCA
ENSG00000115274,29.07955116,-0.088799055,0.050761218,-1.749348382,0.080230818,0.156864837,INO80B
ENSG00000115275,41.81238969,0.125179333,0.047411582,2.640269043,0.008284023,0.022703927,MOGS
ENSG00000115286,332.9998087,-0.125389608,0.049598955,-2.52806956,0.011469163,0.029937831,NDUFS7
ENSG00000115289,19.31331883,-0.153518952,0.074952485,-2.048216963,0.040538745,0.088798611,PCGF1
ENSG00000115290,10.10525368,-0.281921526,0.096425718,-2.923717164,0.003458789,0.010612876,GRB14
ENSG00000115295,8.230137536,0.351172461,0.106827533,3.287284215,0.001011587,0.003620539,CLIP4
ENSG00000115297,4.969805066,0.240452976,0.127919317,1.879723734,0.060145739,NA,TLX2
ENSG00000115306,99.73677635,-0.143174551,0.047594633,-3.008207897,0.002627933,0.008343822,SPTBN1
ENSG00000115307,307.1046986,-0.063168193,0.031620633,-1.997689077,0.045750379,0.09825984,AUP1
ENSG00000115310,1106.184207,-0.115379656,0.040464802,-2.851358496,0.004353286,0.012955552,RTN4
ENSG00000115318,13.22923645,0.141800112,0.080993004,1.750769886,0.079985556,0.156516959,LOXL3
ENSG00000115325,16.10447856,0.139668506,0.070280468,1.987301888,0.046888953,0.100302821,DOK1
ENSG00000115355,20.05020876,0.615869762,0.135806332,4.534911986,5.76E-06,4.06E-05,CCDC88A
ENSG00000115363,10.79043553,0.652002941,0.192866443,3.38059297,0.000723296,0.002701442,EVA1A
ENSG00000115364,420.4640552,0.186033236,0.07356939,2.528677141,0.011449329,0.029891086,MRPL19
ENSG00000115365,38.37320675,-0.090555566,0.045266684,-2.000490366,0.045447339,0.09771979,LANCL1
ENSG00000115368,200.5415824,0.164517179,0.052840401,3.113473347,0.001848992,0.006131451,WDR75
ENSG00000115386,2086.656806,5.914938633,0.442011094,13.38187824,7.72E-41,3.99E-37,REG1A
ENSG00000115415,149.439466,1.019342927,0.134240361,7.593416162,3.12E-14,2.64E-12,STAT1
ENSG00000115419,118.6267505,-0.145127067,0.068014181,-2.133776566,0.032861075,0.074471034,GLS
ENSG00000115425,61.07484409,-0.506064512,0.095040228,-5.324740089,1.01E-07,1.29E-06,PECR
ENSG00000115457,225.7678202,0.450240062,0.160303399,2.808674461,0.004974592,0.01455626,IGFBP2
ENSG00000115461,107.7767062,1.895722367,0.225893432,8.392109285,4.77E-17,6.45E-15,IGFBP5
ENSG00000115488,14.35818313,-0.19433318,0.071574175,-2.715129863,0.006624979,0.018606986,NEU2
ENSG00000115514,265.8902361,0.263342515,0.061470268,4.284063216,1.84E-05,0.000110115,TXNDC9
ENSG00000115523,31.38734091,0.98480583,0.157392479,6.257006925,3.92E-10,1.15E-08,GNLY
ENSG00000115525,28.15243179,0.661812706,0.12802817,5.169274106,2.35E-07,2.62E-06,ST3GAL5
ENSG00000115561,704.5748587,-0.212330272,0.047567389,-4.463778103,8.05E-06,5.40E-05,CHMP3
ENSG00000115590,487.9420317,-0.541071951,0.159046939,-3.401963946,0.000669035,0.002526741,IL1R2
ENSG00000115594,51.44563931,0.687394379,0.139656186,4.922047492,8.56E-07,7.92E-06,IL1R1
ENSG00000115598,8.504736938,-0.332401264,0.094937833,-3.501251864,0.000463078,0.001836931,IL1RL2
ENSG00000115604,13.33292455,0.5359532,0.146916436,3.648013903,0.000264275,0.001128476,IL18R1
ENSG00000115607,13.47457576,0.409827717,0.13773335,2.9755155,0.002924966,0.009162259,IL18RAP
ENSG00000115616,76.96191251,-0.732193132,0.151977414,-4.81777598,1.45E-06,1.24E-05,SLC9A2
ENSG00000115641,522.8943991,0.590886148,0.109736937,5.384569333,7.26E-08,9.79E-07,FHL2
ENSG00000115649,187.9472605,-0.330730798,0.056706521,-5.83232386,5.47E-09,1.09E-07,CNPPD1
ENSG00000115652,114.1192382,-0.137634367,0.054466568,-2.52695134,0.011505744,0.030018179,UXS1
ENSG00000115661,47.39403368,-0.11671591,0.048362776,-2.413341819,0.015806987,0.039577373,STK16
ENSG00000115687,15.44339359,0.369965464,0.118071329,3.13340644,0.0017279,0.005775538,PASK
ENSG00000115694,64.3854723,-0.131385452,0.043196092,-3.041605058,0.002353204,0.007554973,STK25
ENSG00000115705,13.29836556,0.634136217,0.150543544,4.212310928,2.53E-05,0.000145461,TPO
ENSG00000115718,14.35709279,-0.529380938,0.148251942,-3.570819586,0.000355866,0.001458215,PROC
ENSG00000115738,878.0093193,-0.343467919,0.077296288,-4.443524123,8.85E-06,5.85E-05,ID2
ENSG00000115750,52.42906909,0.323647461,0.065224566,4.962048501,6.98E-07,6.65E-06,TAF1B
ENSG00000115756,121.4698581,-0.120126686,0.048614061,-2.471027603,0.013472542,0.034409391,HPCAL1
ENSG00000115758,540.7240195,0.357494545,0.110681806,3.229930526,0.001238203,0.004314259,ODC1
ENSG00000115761,28.25946805,-0.142744599,0.056827528,-2.511891764,0.012008591,0.031126108,NOL10
ENSG00000115762,404.9368127,-0.219014609,0.122840504,-1.782918518,0.074599568,0.14763963,PLEKHB2
ENSG00000115806,246.1896026,0.09569802,0.04506053,2.123765984,0.033689717,0.076049221,GORASP2
ENSG00000115808,12.71643233,0.143866702,0.079403185,1.811850512,0.070009298,0.140036635,STRN
ENSG00000115825,48.9027045,0.395718739,0.075439308,5.245524532,1.56E-07,1.85E-06,PRKD3
ENSG00000115828,134.7034694,0.396498237,0.129345385,3.06542237,0.002173628,0.007045459,QPCT
ENSG00000115840,23.35495486,-0.254863916,0.063972453,-3.983963452,6.78E-05,0.00034265,SLC25A12
ENSG00000115841,63.20895905,-0.961075648,0.141500024,-6.792052921,1.11E-11,5.47E-10,RMDN2
ENSG00000115866,415.0456065,0.196269191,0.049874544,3.935257841,8.31E-05,0.000408719,DARS1
ENSG00000115896,8.063877709,0.451555988,0.116095592,3.889518794,0.000100443,0.00048326,PLCL1
ENSG00000115902,33.89350553,0.286383999,0.08007545,3.576426956,0.000348323,0.001430703,SLC1A4
ENSG00000115904,72.19087478,-0.070566393,0.040401982,-1.746607203,0.080705497,0.157554828,SOS1
ENSG00000115919,46.79888363,1.829195389,0.212228954,8.618971879,6.76E-18,1.09E-15,KYNU
ENSG00000115935,31.28878138,0.901894727,0.152417201,5.917276518,3.27E-09,7.10E-08,WIPF1
ENSG00000115942,35.10963366,-0.119894956,0.047876023,-2.504279754,0.012270097,0.031750922,ORC2
ENSG00000115956,140.8338351,2.084492434,0.244987153,8.508578552,1.76E-17,2.63E-15,PLEK
ENSG00000115963,101.2628633,-0.259188014,0.0796356,-3.254675236,0.001135221,0.003995793,RND3
ENSG00000115970,43.08155695,0.153391831,0.048308911,3.175228491,0.001497186,0.005085387,THADA
ENSG00000115977,11.63137543,-0.142002082,0.078803124,-1.801985437,0.071547697,0.142617736,AAK1
ENSG00000115993,178.9911792,-0.42385874,0.078605314,-5.392240255,6.96E-08,9.44E-07,TRAK2
ENSG00000116005,108.6756276,-0.12474631,0.074822953,-1.667219828,0.095470702,0.181540491,PCYOX1
ENSG00000116017,54.85667753,0.331743703,0.119126008,2.7848134,0.005355854,0.015513989,ARID3A
ENSG00000116030,99.70511647,-0.063131076,0.03236946,-1.950328399,0.05113699,0.107991418,SUMO1
ENSG00000116039,6.078426771,0.253821939,0.117010974,2.169214826,0.030066378,0.069034396,ATP6V1B1
ENSG00000116096,159.0550099,-0.450277029,0.097881715,-4.600215986,4.22E-06,3.13E-05,SPR
ENSG00000116120,196.0512693,-0.153658911,0.054982883,-2.794668126,0.005195302,0.015115406,FARSB
ENSG00000116128,9.829583923,-0.165781148,0.085282109,-1.943914722,0.051905736,0.10927301,BCL9
ENSG00000116132,53.64686158,1.551201844,0.238172502,6.512934239,7.37E-11,2.76E-09,PRRX1
ENSG00000116138,52.78426617,-0.126447763,0.037877972,-3.338292899,0.000842948,0.003100596,DNAJC16
ENSG00000116157,34.0505022,0.879256316,0.174993986,5.02449447,5.05E-07,5.04E-06,GPX7
ENSG00000116171,781.4316159,-0.197939433,0.07107779,-2.784828196,0.005355609,0.015513989,SCP2
ENSG00000116176,90.59945142,-0.308124878,0.129813776,-2.373591519,0.017616027,0.043572795,TPSG1
ENSG00000116191,79.99842415,0.393022024,0.076169561,5.159830468,2.47E-07,2.73E-06,RALGPS2
ENSG00000116199,29.09975646,-0.129333926,0.05025579,-2.57351297,0.010067187,0.026764238,FAM20B
ENSG00000116209,1437.074524,-0.294132722,0.061900611,-4.75169336,2.02E-06,1.65E-05,TMEM59
ENSG00000116251,1373.931528,-0.226561462,0.055673587,-4.069460515,4.71E-05,0.000251156,RPL22
ENSG00000116260,371.2191208,0.298296822,0.080211298,3.718887868,0.000200102,0.000884619,QSOX1
ENSG00000116266,492.2330531,-0.19992336,0.036750306,-5.440046076,5.33E-08,7.46E-07,STXBP3
ENSG00000116273,104.8463948,0.169010541,0.056508906,2.990865579,0.002781879,0.008766279,PHF13
ENSG00000116285,358.7917687,0.622345938,0.119706425,5.198935127,2.00E-07,2.28E-06,ERRFI1
ENSG00000116288,1286.789697,0.140115611,0.054226787,2.583881839,0.009769526,0.026093524,PARK7
ENSG00000116299,221.165578,-0.213020669,0.122851187,-1.733973231,0.082922833,0.161214614,ELAPOR1
ENSG00000116337,20.32770918,0.160087697,0.066256655,2.41617534,0.015684506,0.039316605,AMPD2
ENSG00000116353,46.9755471,-0.099763788,0.049720352,-2.00649802,0.04480314,0.096586163,MECR
ENSG00000116459,94.9729681,-0.33868697,0.060013134,-5.643547483,1.67E-08,2.78E-07,ATP5PB
ENSG00000116489,1534.888122,0.133389931,0.035981339,3.707197546,0.000209565,0.000920949,CAPZA1
ENSG00000116497,49.88815792,0.196908868,0.066572214,2.957823622,0.003098193,0.00961282,S100PBP
ENSG00000116514,87.77619421,0.342252811,0.09488428,3.607054956,0.000309692,0.00129394,RNF19B
ENSG00000116574,157.4735258,-0.872267843,0.180315498,-4.837453525,1.32E-06,1.14E-05,RHOU
ENSG00000116584,15.10912921,0.135130579,0.0723722,1.867161412,0.061879051,0.126412387,ARHGEF2
ENSG00000116641,31.51881593,-0.190641398,0.048060034,-3.966734584,7.29E-05,0.000364696,DOCK7
ENSG00000116649,228.4301992,0.439824588,0.117125637,3.755152171,0.000173236,0.000782562,SRM
ENSG00000116663,89.46988512,1.09461021,0.119003836,9.198108616,3.64E-20,9.31E-18,FBXO6
ENSG00000116667,88.67460983,-0.326047447,0.087770867,-3.714757047,0.000203399,0.000896642,C1orf21
ENSG00000116668,22.98917291,-0.138646137,0.060608926,-2.287553116,0.022163559,0.053202136,SWT1
ENSG00000116670,69.34314424,0.806581,0.125646671,6.419437894,1.37E-10,4.71E-09,MAD2L2
ENSG00000116678,13.17491558,0.182153057,0.081219844,2.242716148,0.024915125,0.058708791,LEPR
ENSG00000116688,27.2071921,-0.132413278,0.053849457,-2.458952895,0.01393429,0.035413944,MFN2
ENSG00000116691,58.62383591,0.144977532,0.045251733,3.203800666,0.001356263,0.004661799,MIIP
ENSG00000116701,91.05312262,1.955337888,0.248441401,7.870418871,3.53E-15,3.63E-13,NCF2
ENSG00000116704,154.3261653,-0.387201869,0.083502218,-4.637024934,3.53E-06,2.68E-05,SLC35D1
ENSG00000116717,395.0009438,-0.137858971,0.067353779,-2.046788957,0.04067881,0.089055162,GADD45A
ENSG00000116729,131.6301692,-0.148705456,0.060312138,-2.465597502,0.013678494,0.034866613,WLS
ENSG00000116741,704.0301573,0.668350847,0.140588599,4.753947687,1.99E-06,1.63E-05,RGS2
ENSG00000116747,76.02730327,0.084175324,0.049605505,1.696894822,0.089716547,0.172393454,RO60
ENSG00000116761,75.19734995,-0.454056958,0.082584801,-5.498069278,3.84E-08,5.60E-07,CTH
ENSG00000116771,81.25154651,-0.325156544,0.102533006,-3.17123778,0.001517908,0.005141153,AGMAT
ENSG00000116786,184.085882,0.161990419,0.05003047,3.237835236,0.001204403,0.004205931,PLEKHM2
ENSG00000116791,164.9790198,0.247137834,0.074576592,3.31387944,0.000920112,0.00333699,CRYZ
ENSG00000116793,18.94602275,0.51077469,0.105466,4.843027066,1.28E-06,1.11E-05,PHTF1
ENSG00000116824,129.6533908,0.791116334,0.143447685,5.515016391,3.49E-08,5.19E-07,CD2
ENSG00000116833,41.2119592,-0.539773854,0.094326336,-5.722408761,1.05E-08,1.86E-07,NR5A2
ENSG00000116852,20.50113952,0.352115139,0.070864581,4.968845251,6.74E-07,6.47E-06,KIF21B
ENSG00000116863,123.9314124,0.212869476,0.036232575,5.875085529,4.23E-09,8.76E-08,ADPRS
ENSG00000116871,71.62957183,0.200189837,0.052562029,3.808639845,0.000139733,0.000646261,MAP7D1
ENSG00000116885,9.920481895,0.223291964,0.090731617,2.461016019,0.013854418,0.03523402,OSCP1
ENSG00000116898,767.6770765,0.143110683,0.047862261,2.990052692,0.002789293,0.008786076,MRPS15
ENSG00000116903,122.3575091,-0.092509152,0.040640334,-2.276289147,0.022828709,0.054554185,EXOC8
ENSG00000116906,180.3523896,-0.081071898,0.029705737,-2.729166357,0.006349466,0.017959886,GNPAT
ENSG00000116957,92.04308196,-0.121652763,0.042658462,-2.851785054,0.004347449,0.012943143,NA
ENSG00000116962,68.88635825,0.767091205,0.140580189,5.456609557,4.85E-08,6.86E-07,NID1
ENSG00000116977,66.27291494,0.256415602,0.069423074,3.693521298,0.00022117,0.000964033,LGALS8
ENSG00000116985,21.38721747,-0.449027226,0.117296329,-3.828143894,0.000129113,0.000604163,BMP8B
ENSG00000116991,260.0053881,-0.406449211,0.086702244,-4.68787416,2.76E-06,2.16E-05,SIPA1L2
ENSG00000117000,53.63980842,0.136351032,0.075862746,1.797338478,0.072281901,0.143841169,RLF
ENSG00000117009,11.53416141,0.578600307,0.142163339,4.069968465,4.70E-05,0.000250695,KMO
ENSG00000117010,65.01946783,-0.262639576,0.06496394,-4.042851707,5.28E-05,0.000276323,ZNF684
ENSG00000117016,58.09220086,0.156327106,0.082220884,1.901306563,0.05726187,0.118358351,RIMS3
ENSG00000117020,7.101494154,0.349926681,0.112442104,3.112060951,0.001857861,0.006156917,AKT3
ENSG00000117054,241.330797,-0.503760281,0.090225592,-5.583341383,2.36E-08,3.69E-07,ACADM
ENSG00000117069,7.614698037,0.209257683,0.12555626,1.666644759,0.095585063,0.181713444,ST6GALNAC5
ENSG00000117090,20.79448972,0.683952737,0.148312956,4.611550846,4.00E-06,2.99E-05,SLAMF1
ENSG00000117091,68.89018523,0.913517651,0.169861745,5.378006999,7.53E-08,1.01E-06,CD48
ENSG00000117114,61.03276048,0.741424387,0.19990295,3.708921687,0.000208144,0.00091522,ADGRL2
ENSG00000117115,54.27095702,-1.016241252,0.172195413,-5.901674363,3.60E-09,7.66E-08,PADI2
ENSG00000117118,743.7861611,-0.202871464,0.050654732,-4.004985428,6.20E-05,0.000317384,SDHB
ENSG00000117122,32.87776825,1.147877305,0.213034618,5.388219596,7.12E-08,9.63E-07,MFAP2
ENSG00000117139,81.81451332,-0.212313292,0.04085627,-5.196590215,2.03E-07,2.30E-06,KDM5B
ENSG00000117143,876.7124224,-0.143416481,0.050306112,-2.850875855,0.004359899,0.01297026,UAP1
ENSG00000117152,9.88521989,0.535387578,0.147318477,3.63421879,0.000278824,0.001180214,RGS4
ENSG00000117153,95.98169641,-0.213714033,0.05967969,-3.581017795,0.000342258,0.001410646,KLHL12
ENSG00000117154,16.59442622,-0.284939483,0.116129335,-2.453639146,0.014141881,0.035876937,IGSF21
ENSG00000117155,43.16554431,0.143047333,0.064734528,2.209753228,0.027122293,0.063199869,SSX2IP
ENSG00000117215,9.046870145,0.531756736,0.134386973,3.956906868,7.59E-05,0.000378195,PLA2G2D
ENSG00000117222,18.5524313,-0.136572299,0.062531419,-2.184058866,0.028957923,0.066825313,RBBP5
ENSG00000117226,580.080105,0.327427315,0.168313919,1.945337125,0.051734417,0.108956668,GBP3
ENSG00000117228,280.0277965,2.060398906,0.218088144,9.447551187,3.47E-21,1.06E-18,GBP1
ENSG00000117266,13.82032809,-0.255515486,0.07312797,-3.494086944,0.000475686,0.001877352,CDK18
ENSG00000117280,74.35775683,0.482587254,0.119090899,4.05225974,5.07E-05,0.000267332,RAB29
ENSG00000117281,15.78043524,-0.536846703,0.115391085,-4.652410582,3.28E-06,2.52E-05,CD160
ENSG00000117289,1492.19475,-0.412468408,0.111705721,-3.692455536,0.000222099,0.000967811,NA
ENSG00000117298,83.15239576,-0.095469125,0.048760405,-1.957923123,0.050239034,0.106428059,ECE1
ENSG00000117305,337.9634487,-0.362733589,0.076826735,-4.721450002,2.34E-06,1.87E-05,HMGCL
ENSG00000117308,209.9879437,0.255218178,0.101974323,2.502769045,0.012322593,0.031870827,GALE
ENSG00000117318,735.2347896,-0.47241853,0.08560785,-5.518402008,3.42E-08,5.10E-07,ID3
ENSG00000117322,67.4666056,1.356243257,0.307920361,4.404526066,1.06E-05,6.79E-05,CR2
ENSG00000117360,49.73134771,-0.176488242,0.062650633,-2.817022486,0.004847113,0.014236905,PRPF3
ENSG00000117362,149.0959428,-0.136409358,0.051945207,-2.626023975,0.008638873,0.023506335,APH1A
ENSG00000117385,50.48025977,0.725680782,0.124046138,5.850087676,4.91E-09,9.91E-08,P3H1
ENSG00000117394,107.9119057,0.241811817,0.09177598,2.634805071,0.008418561,0.02300242,SLC2A1
ENSG00000117399,47.37430649,0.281189539,0.102972507,2.73072442,0.006319529,0.017884981,CDC20
ENSG00000117410,541.0416848,0.125074292,0.038291548,3.266368123,0.001089365,0.003858883,ATP6V0B
ENSG00000117419,24.33059883,-0.374797919,0.080745308,-4.641730026,3.46E-06,2.63E-05,ERI3
ENSG00000117448,496.0451367,0.281931508,0.052356502,5.384842318,7.25E-08,9.79E-07,AKR1A1
ENSG00000117450,2882.109858,0.355229683,0.058113925,6.112643078,9.80E-10,2.52E-08,PRDX1
ENSG00000117461,9.044381578,0.487332024,0.100347874,4.856426001,1.20E-06,1.05E-05,PIK3R3
ENSG00000117480,68.0897693,-0.396932539,0.099459108,-3.990911926,6.58E-05,0.000333851,FAAH
ENSG00000117500,93.46047162,0.232663786,0.058419738,3.982622887,6.82E-05,0.000344215,TMED5
ENSG00000117505,128.8150553,0.104792114,0.037886035,2.765982608,0.005675156,0.016305047,DR1
ENSG00000117525,249.5395077,0.870913064,0.135455113,6.429532585,1.28E-10,4.50E-09,F3
ENSG00000117528,101.4664797,-0.459348898,0.078335572,-5.863860883,4.52E-09,9.27E-08,ABCD3
ENSG00000117560,9.076150496,0.218564879,0.096738963,2.259326258,0.023863098,0.05665114,FASLG
ENSG00000117569,40.32871996,0.180939161,0.071781643,2.5206885,0.011712549,0.030496232,PTBP2
ENSG00000117586,8.946201827,-0.180010521,0.089841861,-2.003637494,0.045108906,0.097164384,TNFSF4
ENSG00000117592,1841.993479,-0.648040283,0.109463345,-5.920157849,3.22E-09,6.99E-08,PRDX6
ENSG00000117593,106.1225497,-0.174250328,0.051421827,-3.388645229,0.000702388,0.002633489,DARS2
ENSG00000117594,17.98223934,1.312343731,0.234637247,5.593075049,2.23E-08,3.52E-07,HSD11B1
ENSG00000117595,56.76560149,-0.417047855,0.115760348,-3.602683147,0.000314949,0.001314137,IRF6
ENSG00000117602,10.82006593,0.165301332,0.086125055,1.91931757,0.054944156,0.114422905,RCAN3
ENSG00000117614,508.7234884,-0.098897728,0.042313604,-2.337256066,0.019425873,0.047346281,SYF2
ENSG00000117620,516.7618566,-0.37265963,0.097293666,-3.830255825,0.00012801,0.000599882,SLC35A3
ENSG00000117625,44.37287791,-0.132393409,0.04308758,-3.072658257,0.002121613,0.006897019,RCOR3
ENSG00000117640,64.94092571,-0.226132814,0.042771075,-5.287050103,1.24E-07,1.54E-06,MTFR1L
ENSG00000117643,16.08452643,0.231075057,0.083991651,2.751166979,0.005938337,0.016963866,MAN1C1
ENSG00000117650,26.52765709,0.368472859,0.106596559,3.456704997,0.000546823,0.002120903,NEK2
ENSG00000117676,117.4557379,-0.259431028,0.061498402,-4.218500319,2.46E-05,0.000141841,RPS6KA1
ENSG00000117682,61.08846383,-0.255537638,0.062610615,-4.081378818,4.48E-05,0.000240266,DHDDS
ENSG00000117691,170.1713814,0.107240138,0.042592364,2.517825434,0.011808183,0.030718853,NENF
ENSG00000117713,18.61038767,-0.107283733,0.062390929,-1.719540555,0.08551599,0.165489375,ARID1A
ENSG00000117724,64.73624565,0.272896367,0.11605843,2.351370476,0.0187044,0.045841282,CENPF
ENSG00000117758,187.3213048,-0.205469012,0.046241636,-4.44337677,8.86E-06,5.85E-05,STX12
ENSG00000117791,129.0322892,-0.508140858,0.090333708,-5.625152211,1.85E-08,3.02E-07,MTARC2
ENSG00000117899,42.85903965,0.191013603,0.044765757,4.266957912,1.98E-05,0.00011783,MESD
ENSG00000117906,159.2312499,0.116196951,0.044483526,2.612134478,0.008997885,0.024300081,RCN2
ENSG00000117983,221.9182509,0.569279161,0.157544667,3.613446081,0.000302154,0.001266193,MUC5B
ENSG00000118007,106.3391568,-0.14018706,0.037499266,-3.738394809,0.000185199,0.000829602,STAG1
ENSG00000118046,37.52484425,-0.132636689,0.072393032,-1.832174801,0.066925382,0.134840836,STK11
ENSG00000118193,18.20564086,0.492788126,0.128347673,3.839478465,0.000123296,0.000579913,KIF14
ENSG00000118200,25.0219089,0.370396671,0.089524144,4.137394152,3.51E-05,0.000194018,CAMSAP2
ENSG00000118217,57.63578954,0.122578727,0.060730513,2.018404288,0.043549173,0.094236162,ATF6
ENSG00000118231,9.047666275,-0.1776026,0.089340041,-1.987939529,0.046818378,0.100193266,CRYGD
