"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","symbol"
"ENSG00000142583",219.706180818004,1.18511267234994,0.523686894382393,2.26301762572766,0.0236346027845852,0.0771152494078101,"SLC2A5"
"ENSG00000180758",135.26747049301,0.305087517579473,0.32691136645627,0.933242306275953,0.350694875830437,0.530703186403658,"GPR157"
"ENSG00000284357",0.990231140375494,-0.0563676163057759,2.34360764200177,-0.0240516438398494,0.980811414776578,0.990189110186932,"MIR34A"
"ENSG00000049239",4388.35485507609,0.102331478691898,0.204515275112477,0.50036105437904,0.616820870947908,0.762218604954593,"H6PD"
"ENSG00000171621",1185.99553092838,-0.055723168146133,0.217082600353029,-0.256691084663227,0.797417254413994,0.88477565657043,"SPSB1"
"ENSG00000171612",164.54395352725,-0.527844324371004,0.277448050747067,-1.90249786563542,0.0571060976227485,0.149460435626948,"SLC25A33"
"ENSG00000188807",326.52524193217,-0.211342561489992,0.348329871422652,-0.60673108690571,0.544029388117417,0.706332053485884,"TMEM201"
"ENSG00000171608",1210.8549246075,1.44729036819676,0.249219610518553,5.8072892626121,6.34923898678268e-09,3.23888854857865e-07,"PIK3CD"
"ENSG00000171603",14175.6943684083,-0.517325658599271,0.338771783358512,-1.52706241786318,0.126745491084628,0.26654089091535,"CLSTN1"
"ENSG00000178585",744.605871403253,0.289571627041208,0.139711710231983,2.07263676437996,0.0382060968606164,0.110876113732071,"CTNNBIP1"
"ENSG00000162441",1019.02176266634,-0.236297462321322,0.236773240336889,-0.997990575223407,0.318283928826846,0.497590835685156,"LZIC"
"ENSG00000173614",995.624326598304,-0.41134811665566,0.262207586952386,-1.56878800280617,0.116697344799649,0.25132642461252,"NMNAT1"
"ENSG00000162444",34.4931095313971,0.783211966206122,0.801186937545871,0.977564572639179,0.328289726404015,0.507902144884565,"RBP7"
"ENSG00000130939",1935.05640514194,-0.0126086087829961,0.167036271655804,-0.0754842565510412,0.939829423249801,0.968930445564273,"UBE4B"
"ENSG00000054523",3986.58706317581,0.099666966512239,0.158581776868657,0.628489404522102,0.529683385481053,0.694844963291085,"KIF1B"
"ENSG00000142657",2795.47878226724,0.636717782037802,0.224711672842943,2.83348779341258,0.00460430664096193,0.0224050289025338,"PGD"
"ENSG00000241563",4.74257349861215,-0.642572547868807,1.14977053174082,-0.558870252915524,0.576250272316638,0.732487296541479,"CORT"
"ENSG00000160049",769.301671479953,0.13413210922377,0.137598430309569,0.974808425662995,0.329655296880962,0.509285700645961,"DFFA"
"ENSG00000142655",456.062867916633,-0.121961829653011,0.13904725183452,-0.877125063918254,0.380418712387141,0.558360276403863,"PEX14"
"ENSG00000130940",2908.98420738317,-0.510591411158366,0.282038229490844,-1.81036241817332,0.0702396033166202,0.173708943354268,"CASZ1"
"ENSG00000175262",14.5819180220896,-1.65638899735422,0.884824360559347,-1.87199750728734,0.0612069483742027,0.156906885789162,"C1orf127"
"ENSG00000120948",2716.98204739811,-0.042479316071478,0.127748343050398,-0.332523421103939,0.739494057402489,0.848265070939276,"TARDBP"
"ENSG00000009724",42.6733773569775,-0.85598474224102,0.313328841083305,-2.73190536588184,0.00629692250055538,0.0284658439652478,"MASP2"
"ENSG00000116649",833.400995588207,1.30900991270417,0.41719542131172,3.13764208770186,0.0017031270405493,0.0102267322402458,"SRM"
"ENSG00000171824",1727.22472122915,0.00680200201091529,0.116132285298669,0.0585711543815909,0.953293686694408,0.976713966166695,"EXOSC10"
"ENSG00000198793",3964.4503298427,-0.145238519970438,0.133778069996458,-1.08566762829127,0.277626067598227,0.45491949249568,"MTOR"
"ENSG00000171819",18.4206550160973,0.701463206566634,0.818069808651754,0.857461306050033,0.391189990524855,0.569105414445302,"ANGPTL7"
"ENSG00000120942",538.278874665687,0.00948276403149612,0.158098481118481,0.0599801083755485,0.952171477378778,0.976162829691053,"UBIAD1"
"ENSG00000116661",39.0550582900359,1.3488531836387,0.593468654881213,2.27282969798747,0.0230364446424745,0.0756885824465466,"FBXO2"
"ENSG00000132879",169.128412981231,0.54976051357322,0.478396047062263,1.14917444855406,0.250484054661302,0.424548987754733,"FBXO44"
"ENSG00000116663",506.074528397312,1.58572769058062,0.347430555061125,4.56415726101475,5.01504768384575e-06,9.49557439435085e-05,"FBXO6"
"ENSG00000116670",317.812939313748,1.59901409255721,0.439004595243894,3.64236299546901,0.000270146763695114,0.00242089981819481,"MAD2L2"
"ENSG00000177674",509.99581724213,1.26004077120473,0.225849006354058,5.57912913386651,2.41725741430632e-08,1.05832732094603e-06,"AGTRAP"
"ENSG00000215910",4.74063999661845,-0.634152701489507,1.08091226567311,-0.586682861901476,0.557416720000345,0.717454862402225,"C1orf167"
"ENSG00000177000",2138.19163298371,0.249479402101413,0.180627083018303,1.38118491387105,0.167222112114283,0.323524942261465,"MTHFR"
"ENSG00000011021",546.322141744485,-0.644233083689568,0.19342134803384,-3.33072378120773,0.00086620508230391,0.00600297755625738,"CLCN6"
"ENSG00000175206",10.846903785454,-1.41646563751112,0.649440572860507,-2.18105504445495,0.0291793453984883,0.0903882378072765,"NPPA"
"ENSG00000120937",0.888729567521627,-3.29313666617797,3.06487647708853,-1.07447614636211,0.28260933022542,NA,"NPPB"
"ENSG00000199347",196.019399903338,0.776683336448305,0.347782248910391,2.23324605807706,0.0255327225532058,0.0817174491385313,"RNU5E-1"
"ENSG00000116685",2545.88934444128,-0.618115376044388,0.230190637171109,-2.68523248226174,0.00724793713206227,0.0316748334555753,"KIAA2013"
"ENSG00000083444",2243.58857161072,0.756645849344325,0.0953582978281495,7.93476673323089,2.10891317246851e-15,5.33011827726473e-13,"PLOD1"
"ENSG00000116688",4920.75842630458,-0.382281972206374,0.153469039689194,-2.49093871298454,0.0127406094636687,0.0487038196136381,"MFN2"
"ENSG00000116691",507.442480855494,0.314952114051928,0.254903393083548,1.2355744277939,0.216616795025938,0.385551083848449,"MIIP"
"ENSG00000120949",100.549148677046,3.73856493514873,0.542344150745563,6.89334425384566,5.44957788277469e-12,6.68414769577681e-10,"TNFRSF8"
"ENSG00000028137",5609.02369338176,2.09412521683263,0.572428948301108,3.65831466603447,0.00025387922930683,0.00231145581229059,"TNFRSF1B"
"ENSG00000048707",8207.35483111523,-0.47755493808459,0.202959298047132,-2.35295915328644,0.0186246798689468,0.0645900800195221,"VPS13D"
"ENSG00000162496",2089.89619952669,-0.561657592514306,0.308759717815825,-1.81907664797561,0.0688997371808468,0.171463004015173,"DHRS3"
"ENSG00000179172",127.953533881648,0.578583832668912,0.306154775636691,1.88984095206637,0.058779234695721,0.152567830963087,"HNRNPCL1"
"ENSG00000162493",180.606479061004,2.88680596337321,0.999426694877142,2.88846193339681,0.00387130883778701,0.0195688796130682,"PDPN"
"ENSG00000116731",2135.58388436719,0.00750563277273346,0.191516899194431,0.0391904464008349,0.968738550454197,0.984716467765688,"PRDM2"
"ENSG00000189337",335.936173383591,0.516684762789566,0.371264271861934,1.39168996843766,0.164016301348884,0.319210818200996,"KAZN"
"ENSG00000171729",736.444128992565,-0.117033109078139,0.230864866911627,-0.506933387672792,0.612201558119677,0.75902131122539,"TMEM51"
"ENSG00000142621",46.744823318523,1.10588197431333,0.565356240493439,1.95607989282673,0.050455743392213,0.136432526426569,"FHAD1"
"ENSG00000142634",6384.17548131199,-0.0106075421734187,0.225693343091877,-0.0469998008275347,0.962513386271366,0.981278877865943,"EFHD2"
"ENSG00000162438",4.13370045108007,0.51841140041133,1.25737443408979,0.412296756126273,0.680121925985881,0.808114099819822,"CTRC"
"ENSG00000142615",1.77608034945148,0.295377345657712,2.00165382041046,0.147566648461292,0.882684777549372,0.938197067306045,"CELA2A"
"ENSG00000215704",8.74642684139903,-1.04795170630702,0.839378318289167,-1.24848555588495,0.211853294758948,0.379447943420379,"CELA2B"
"ENSG00000132906",584.12645280077,-0.0593938335643311,0.208049519861086,-0.285479310906308,0.775276952716904,0.870692442487758,"CASP9"
"ENSG00000116138",1632.614392389,-0.407093906353853,0.203089652586119,-2.00450343565006,0.0450161592564223,0.125487057579609,"DNAJC16"
"ENSG00000116771",683.478888472662,-0.0483151143238454,0.321678700642426,-0.150196808888357,0.880609343475252,0.936733478761957,"AGMAT"
"ENSG00000197312",530.168778920139,0.00645291892551263,0.119739839143803,0.0538911608003992,0.957021879092754,0.978651423517336,"DDI2"
"ENSG00000215695",236.009709529821,-0.0732530898874169,0.211213000173343,-0.346820933499822,0.728725849475472,0.840887928548723,"RSC1A1"
"ENSG00000116786",1851.15914872821,0.403777025363981,0.210509053918953,1.9180981427974,0.0550985679262829,0.145335106195181,"PLEKHM2"
"ENSG00000162461",478.783547837002,-2.51296364008555,0.414050376789879,-6.06922196175375,1.28531402910114e-09,7.91155842045612e-08,"SLC25A34"
"ENSG00000162460",187.530415201654,-0.660175541640312,0.597810781643997,-1.10432190571206,0.269453523668129,0.446211047246452,"TMEM82"
